bowl_name,knowledge_motion,knowledge_mixing_tool,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons
bowl_0011,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,e3ff8d14-ba31-4f4b-92d0-eb4477f65aa8,bowl_0011,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,tiago,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,-0.896512,1.379911,0.902,map,0.0,0.0,0.0,0.0,,,,-0.896512,1.379911,0.902,0.0,0.0,-0.259864,0.965645,0.0,-0.0,-0.525763,,,,,,,,,,,,,,-0.166221,1.3953,0.0985,0.0,0.0,0.995164,-0.098223,0.0,-0.0,-2.944829,,,,,,,,,Whisking,,,0,,,,,,,,,,10.6845,0,
bowl_0001,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,3dfb04d1-c23f-4969-ba65-6a34e31d6cd3,bowl_0001,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,1.591182,0.930325,0.9,map,0.0,0.0,0.0,0.0,,,,1.591182,0.930325,0.9,0.0,0.0,0.781621,0.623754,0.0,-0.0,1.794519,,,,,,,,,,,,,,0.435439,0.920485,0.1616,0.0,0.0,0.496861,0.86783,0.0,-0.0,1.039955,,,,,,,,,Whisking,,,0,,,,,,,,,,17.3233,0,
bowl_0002,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,3dfb04d1-c23f-4969-ba65-6a34e31d6cd3,bowl_0002,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,navigation_target_resolution_failed,skip_object,pickup_pose_unavailable,False,,False,False,False,False,rollin_justin,failed,,whisk_left,pickup_setup,0,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,1.567763,0.360367,0.9,map,0.0,0.0,0.0,0.0,,,,1.567763,0.360367,0.9,0.0,0.0,0.732069,0.68123,0.0,-0.0,1.642709,,,,,,,,,,,,,,0.435439,0.920485,0.1616,0.0,0.0,0.496861,0.86783,0.0,-0.0,1.039955,,,,,,,,,Whisking,,,0,,,,,,,,,,3.2335,1,navigation setup -> RuntimeError: No collision-free navigation pose found for mixing bowl_0002 after environment filtering.
bowl_0003,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,3dfb04d1-c23f-4969-ba65-6a34e31d6cd3,bowl_0003,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,1.573915,-0.333976,0.9,map,0.0,0.0,0.0,0.0,,,,1.573915,-0.333976,0.9,0.0,0.0,-0.618833,0.785522,0.0,-0.0,-1.334513,,,,,,,,,,,,,,0.459488,-0.336505,0.1616,0.0,0.0,0.465929,0.884822,0.0,-0.0,0.96937,,,,,,,,,Whisking,,,0,,,,,,,,,,6.6954,0,
bowl_0004,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,3dfb04d1-c23f-4969-ba65-6a34e31d6cd3,bowl_0004,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-0.981269,1.683113,0.902,map,0.0,0.0,0.0,0.0,,,,-0.981269,1.683113,0.902,0.0,0.0,0.367549,0.930004,0.0,-0.0,0.752743,,,,,,,,,,,,,,0.102028,1.440373,0.1616,0.0,0.0,0.96263,-0.270821,0.0,-0.0,-2.593101,,,,,,,,,Whisking,,,0,,,,,,,,,,11.3918,0,
bowl_0005,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,3dfb04d1-c23f-4969-ba65-6a34e31d6cd3,bowl_0005,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,-1.038508,1.096686,0.902,map,0.0,0.0,0.0,0.0,,,,-1.038508,1.096686,0.902,0.0,0.0,1.0,0.000984,0.0,-0.0,3.139626,,,,,,,,,,,,,,0.086766,0.957145,0.1616,0.0,0.0,0.907702,-0.419615,0.0,-0.0,-2.275549,,,,,,,,,Whisking,,,0,,,,,,,,,,10.3639,0,
bowl_0006,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,3dfb04d1-c23f-4969-ba65-6a34e31d6cd3,bowl_0006,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-1.011649,2.128234,0.902,map,0.0,0.0,0.0,0.0,,,,-1.011649,2.128234,0.902,0.0,0.0,0.879442,-0.476006,0.0,-0.0,-2.149377,,,,,,,,,,,,,,0.074558,1.79266,0.1616,0.0,0.0,0.961954,-0.273212,0.0,-0.0,-2.588132,,,,,,,,,Whisking,,,0,,,,,,,,,,10.69,0,
bowl_0007,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,3dfb04d1-c23f-4969-ba65-6a34e31d6cd3,bowl_0007,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-0.900629,2.375312,0.902,map,0.0,0.0,0.0,0.0,,,,-0.900629,2.375312,0.902,0.0,0.0,0.997723,0.067452,0.0,-0.0,3.006587,,,,,,,,,,,,,,0.175445,2.126088,0.1616,0.0,0.0,0.954505,-0.298194,0.0,-0.0,-2.535992,,,,,,,,,Whisking,,,0,,,,,,,,,,11.9121,0,
bowl_0008,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,3dfb04d1-c23f-4969-ba65-6a34e31d6cd3,bowl_0008,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,-1.179343,0.735846,0.902,map,0.0,0.0,0.0,0.0,,,,-1.179343,0.735846,0.902,0.0,0.0,0.908888,0.41704,0.0,-0.0,2.28122,,,,,,,,,,,,,,-1.832307,-0.071338,0.1616,0.0,0.0,0.907296,0.420492,0.0,-0.0,2.273617,,,,,,,,,Whisking,,,0,,,,,,,,,,10.4617,0,
bowl_0009,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,3dfb04d1-c23f-4969-ba65-6a34e31d6cd3,bowl_0009,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-1.257271,1.585294,0.902,map,0.0,0.0,0.0,0.0,,,,-1.257271,1.585294,0.902,0.0,0.0,-0.264736,0.964321,0.0,-0.0,-0.535859,,,,,,,,,,,,,,-2.345131,1.707521,0.1616,0.0,0.0,0.413878,0.910332,0.0,-0.0,0.85342,,,,,,,,,Whisking,,,0,,,,,,,,,,11.2438,0,
bowl_0010,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,3dfb04d1-c23f-4969-ba65-6a34e31d6cd3,bowl_0010,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,navigation_target_resolution_failed,skip_object,pickup_pose_unavailable,False,,False,False,False,False,rollin_justin,failed,,whisk_left,pickup_setup,0,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-1.22593,2.700671,0.902,map,0.0,0.0,0.0,0.0,,,,-1.22593,2.700671,0.902,0.0,0.0,-0.409364,0.912371,0.0,-0.0,-0.843513,,,,,,,,,,,,,,-2.345131,1.707521,0.1616,0.0,0.0,0.413878,0.910332,0.0,-0.0,0.85342,,,,,,,,,Whisking,,,0,,,,,,,,,,6.8507,1,navigation setup -> RuntimeError: No collision-free navigation pose found for mixing bowl_0010.
bowl_0011,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,3dfb04d1-c23f-4969-ba65-6a34e31d6cd3,bowl_0011,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,-0.896512,1.379911,0.902,map,0.0,0.0,0.0,0.0,,,,-0.896512,1.379911,0.902,0.0,0.0,-0.259864,0.965645,0.0,-0.0,-0.525763,,,,,,,,,,,,,,0.191251,1.076193,0.1616,0.0,0.0,0.959471,-0.281809,0.0,-0.0,-2.570235,,,,,,,,,Whisking,,,0,,,,,,,,,,13.8538,0,
bowl_0001,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,7dd6607e-997d-411e-8a44-422b5e2a3660,bowl_0001,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,stretch,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,1.591182,0.930325,0.9,map,0.0,0.0,0.0,0.0,,,,1.591182,0.930325,0.9,0.0,0.0,0.781621,0.623754,0.0,-0.0,1.794519,,,,,,,,,,,,,,1.027028,0.6612,0.0,0.0,0.0,0.709166,0.705041,0.0,-0.0,1.57663,,,,,,,,,Whisking,,,0,,,,,,,,,,5.0657,0,
bowl_0002,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,7dd6607e-997d-411e-8a44-422b5e2a3660,bowl_0002,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,stretch,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,1.567763,0.360367,0.9,map,0.0,0.0,0.0,0.0,,,,1.567763,0.360367,0.9,0.0,0.0,0.732069,0.68123,0.0,-0.0,1.642709,,,,,,,,,,,,,,1.001956,0.148065,0.0,0.0,0.0,0.682441,0.730941,0.0,-0.0,1.502194,,,,,,,,,Whisking,,,0,,,,,,,,,,4.1559,0,
bowl_0003,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,7dd6607e-997d-411e-8a44-422b5e2a3660,bowl_0003,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,stretch,failed,,whisk_left,primary,1,0,1,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,1.573915,-0.333976,0.9,map,0.0,0.0,0.0,0.0,,,,1.573915,-0.333976,0.9,0.0,0.0,-0.618833,0.785522,0.0,-0.0,-1.334513,,,,,,,,,,,,,,1.015107,-0.464212,0.0,0.0,0.0,0.66803,0.744135,0.0,-0.0,1.463115,,,,,,,,,Whisking,,,0,,,,,,,,,,6.2496,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in MixingAction (status=stagnant, max link displacement 0.00021m over 25 ticks)."
bowl_0004,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,7dd6607e-997d-411e-8a44-422b5e2a3660,bowl_0004,910001,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,stretch,failed,,whisk_left,primary,1,0,1,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-0.981269,1.683113,0.902,map,0.0,0.0,0.0,0.0,,,,-0.981269,1.683113,0.902,0.0,0.0,0.367549,0.930004,0.0,-0.0,0.752743,,,,,,,,,,,,,,-0.45411,1.876617,0.0,0.0,0.0,-0.731373,0.681978,0.0,-0.0,-1.640665,,,,,,,,,Whisking,,,0,,,,,,,,,,9.1065,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in MixingAction (status=stagnant, max link displacement 0.00024m over 25 ticks)."
